dataset,sample_index,stream_step,label,clip_pred,clip_correct,clip_confidence,clip_entropy,clip_margin,tda_pred,tda_correct,tda_changed_prediction,tda_beneficial_flip,tda_harmful_flip,tda_input_confidence,tda_input_entropy,tda_norm_entropy_scaled,tda_final_confidence,tda_final_entropy,tda_true_class_prob,tda_final_margin,tda_entropy_drop,tda_positive_cache_size,tda_negative_cache_size,tda_negative_gate_open,tda_fallback_used,freetta_pred,freetta_correct,freetta_changed_prediction,freetta_beneficial_flip,freetta_harmful_flip,freetta_input_confidence,freetta_input_entropy,freetta_final_confidence,freetta_final_entropy,freetta_true_class_prob,freetta_final_margin,freetta_entropy_drop,freetta_em_weight,freetta_mu_update_norm,freetta_mu_drift,freetta_prior_entropy
dtd,220,220,5,5,1,0.0233471542596817,3.849914312362671,0.05708146095275879,5,1,0,0,0,0.9884123206138611,0.09532241523265839,0.0247581197121691,0.9990419745445251,0.00942513532936573,0.9990419745445251,7.48017692565918,0.08589727990329266,82,51,0,0,5,1,0,0,0,0.0233471542596817,3.849914312362671,0.023593200370669365,3.849832057952881,0.023593200370669365,0.0667412281036377,8.225440979003906e-05,0.00045290481648407876,0.0003919928567484021,0.07339032739400864,3.8501477241516113
dtd,221,221,5,5,1,0.02260482683777809,3.8499999046325684,0.03581833839416504,5,1,0,0,0,0.8111966252326965,1.0758774280548096,0.279437969489002,0.9462328553199768,0.37052714824676514,0.9462328553199768,4.8452911376953125,0.7053502798080444,82,51,1,0,5,1,0,0,0,0.02260482683777809,3.8499999046325684,0.022708795964717865,3.849942684173584,0.022708795964717865,0.03545665740966797,5.7220458984375e-05,0.000452827283879742,0.00039138682768680155,0.07370592653751373,3.8501474857330322
dtd,222,222,5,5,1,0.02295675128698349,3.849966526031494,0.04887840151786804,5,1,0,0,0,0.951943039894104,0.3409203886985779,0.0885473555733699,0.989482045173645,0.08565983176231384,0.989482045173645,5.568546295166016,0.25526055693626404,82,51,0,0,5,1,0,0,0,0.02295675128698349,3.849966526031494,0.023128535598516464,3.8498997688293457,0.023128535598516464,0.04889702796936035,6.67572021484375e-05,0.00045285752275958657,0.0003869762585964054,0.07403135299682617,3.8501474857330322
dtd,223,223,5,5,1,0.02211569808423519,3.8500447273254395,0.00961923599243164,5,1,0,0,0,0.3234519064426422,2.6758644580841064,0.6950030842702266,0.6835338473320007,1.5628998279571533,0.6835338473320007,2.442831039428711,1.1129646301269531,82,51,0,0,5,1,0,0,0,0.02211569808423519,3.8500447273254395,0.022121479734778404,3.8500072956085205,0.022121479734778404,0.0019643306732177734,3.743171691894531e-05,0.0004527866840362549,0.00039265636587515473,0.07435030490159988,3.8501474857330322
dtd,224,224,5,5,1,0.022726263850927353,3.8499763011932373,0.03541535139083862,5,1,0,0,0,0.8635125160217285,0.8086793422698975,0.21003852992823427,0.956873893737793,0.28665781021118164,0.956873893737793,4.25910758972168,0.5220215320587158,82,51,1,0,5,1,0,0,0,0.022726263850927353,3.8499763011932373,0.02283237874507904,3.849919319152832,0.02283237874507904,0.041716814041137695,5.698204040527344e-05,0.00045284864609129727,0.00039205208304338157,0.07467032968997955,3.850147247314453
dtd,225,225,5,5,1,0.022471891716122627,3.850020408630371,0.024928390979766846,5,1,0,0,0,0.693901777267456,1.5167884826660156,0.39395593093426545,0.7785080075263977,1.0352210998535156,0.7785080075263977,2.183197021484375,0.4815673828125,82,51,1,0,5,1,0,0,0,0.022471891716122627,3.850020408630371,0.02255561389029026,3.8499741554260254,0.02255561389029026,0.02584981918334961,4.6253204345703125e-05,0.00045280871563591063,0.0003920911403838545,0.07496107369661331,3.8501474857330322
dtd,226,226,5,5,1,0.023247268050909042,3.8498992919921875,0.05058208107948303,5,1,0,0,0,0.9752994179725647,0.18026094138622284,0.046819228776101784,0.9969333410263062,0.02812526561319828,0.9969333410263062,7.370439529418945,0.15213567577302456,82,51,0,0,5,1,0,0,0,0.023247268050909042,3.8498992919921875,0.023461561650037766,3.849822998046875,0.023461561650037766,0.05594158172607422,7.62939453125e-05,0.00045291840797290206,0.00038811503327451646,0.0752754807472229,3.8501477241516113
dtd,227,227,5,5,1,0.021970951929688454,3.85007381439209,0.009807735681533813,5,1,0,0,0,0.2453031688928604,3.054870367050171,0.7934424035310589,0.48598700761795044,2.077197551727295,0.48598700761795044,1.2694416046142578,0.977672815322876,82,51,0,0,5,1,0,0,0,0.021970951929688454,3.85007381439209,0.021937614306807518,3.850052833557129,0.021937614306807518,0.004574298858642578,2.09808349609375e-05,0.00045276034506969154,0.00038737381692044437,0.07559651881456375,3.8501477241516113
dtd,228,228,5,5,1,0.021922141313552856,3.8500680923461914,0.0086478590965271,5,1,0,0,0,0.20441219210624695,3.1721367835998535,0.8239000453361675,0.44892120361328125,2.257655620574951,0.44892120361328125,1.1521434783935547,0.9144811630249023,82,51,0,0,5,1,0,0,0,0.021922141313552856,3.8500680923461914,0.02188757248222828,3.8500354290008545,0.02188757248222828,0.0006101131439208984,3.266334533691406e-05,0.0004527655546553433,0.0003892217355314642,0.07593096047639847,3.8501477241516113
dtd,229,229,5,5,1,0.02287311851978302,3.8499364852905273,0.03202301263809204,5,1,0,0,0,0.8895702958106995,0.6276203989982605,0.1630120358812998,0.9839999079704285,0.12007749825716019,0.9839999079704285,5.549123764038086,0.5075429007411003,82,51,0,0,5,1,0,0,0,0.02287311851978302,3.8499364852905273,0.023026803508400917,3.849860191345215,0.023026803508400917,0.0341947078704834,7.62939453125e-05,0.0004528847348410636,0.00038982671685516834,0.07623723149299622,3.8501477241516113
dtd,230,230,5,5,1,0.022541573271155357,3.8499889373779297,0.030507832765579224,5,1,0,0,0,0.7376897931098938,1.3739566802978516,0.35685818374537204,0.9168117046356201,0.532569169998169,0.9168117046356201,4.074331283569336,0.8413875102996826,82,51,1,0,5,1,0,0,0,0.022541573271155357,3.8499889373779297,0.022631924599409103,3.8499279022216797,0.022631924599409103,0.030628681182861328,6.103515625e-05,0.00045283720828592777,0.0003949180245399475,0.07651620358228683,3.8501477241516113
dtd,231,231,5,5,1,0.02257954701781273,3.8499889373779297,0.0335521399974823,5,1,0,0,0,0.785118579864502,1.1911778450012207,0.30938498162308226,0.9500398635864258,0.3322072923183441,0.9500398635864258,4.4549560546875,0.8589705526828766,82,51,1,0,5,1,0,0,0,0.02257954701781273,3.8499889373779297,0.02267393283545971,3.8499414920806885,0.02267393283545971,0.0322113037109375,4.744529724121094e-05,0.00045283720828592777,0.0003919142473023385,0.07683821767568588,3.8501474857330322
dtd,232,232,5,5,1,0.02306605502963066,3.8499302864074707,0.039111196994781494,5,1,0,0,0,0.9470486044883728,0.33742010593414307,0.08763822607327484,0.9939045310020447,0.05074530094861984,0.9939045310020447,5.997730255126953,0.2866748049855232,82,51,0,0,5,1,0,0,0,0.02306605502963066,3.8499302864074707,0.02324775978922844,3.8498570919036865,0.02324775978922844,0.046924591064453125,7.319450378417969e-05,0.0004528903227765113,0.00038540628156624734,0.07716945558786392,3.8501474857330322
dtd,233,233,5,5,1,0.023009393364191055,3.849900722503662,0.0382465124130249,5,1,0,0,0,0.9255774021148682,0.45476198196411133,0.11811546699199973,0.9843601584434509,0.11267673969268799,0.9843601584434509,5.089759826660156,0.34208524227142334,82,51,0,0,5,1,0,0,0,0.023009393364191055,3.849900722503662,0.023171674460172653,3.84982967376709,0.023171674460172653,0.04577469825744629,7.104873657226562e-05,0.00045291712740436196,0.00039041804848238826,0.07748662680387497,3.8501474857330322
dtd,234,234,5,5,1,0.022847723215818405,3.8499319553375244,0.03868624567985535,5,1,0,0,0,0.8966278433799744,0.632476270198822,0.1642732527755313,0.9869318604469299,0.10384366661310196,0.9869318604469299,5.600223541259766,0.5286326035857201,82,51,0,0,5,1,0,0,0,0.022847723215818405,3.8499319553375244,0.02298765257000923,3.8498592376708984,0.02298765257000923,0.03977537155151367,7.271766662597656e-05,0.000452888838481158,0.00038461689837276936,0.07781150192022324,3.8501477241516113
dtd,235,235,5,5,1,0.023116664960980415,3.8499324321746826,0.04950588941574097,5,1,0,0,0,0.9681971073150635,0.23118945956230164,0.06004690819116075,0.9970995187759399,0.0260638315230608,0.9970995187759399,6.5597991943359375,0.20512562803924084,82,51,0,0,5,1,0,0,0,0.023116664960980415,3.8499324321746826,0.023307742550969124,3.849862575531006,0.023307742550969124,0.057271718978881836,6.985664367675781e-05,0.00045288840192370117,0.00038596728700213134,0.07813804596662521,3.8501474857330322
dtd,236,236,5,5,1,0.022371478378772736,3.8500442504882812,0.029129624366760254,5,1,0,0,0,0.6489410996437073,1.7924244403839111,0.4655469415218779,0.886924684047699,0.6845742464065552,0.886924684047699,3.684650421142578,1.107850193977356,82,51,1,0,5,1,0,0,0,0.022371478378772736,3.8500442504882812,0.022427180781960487,3.8500053882598877,0.022427180781960487,0.026698827743530273,3.886222839355469e-05,0.0004527871496975422,0.00038742495235055685,0.0784560814499855,3.8501477241516113
dtd,237,237,5,5,1,0.02249213121831417,3.850013494491577,0.027552366256713867,5,1,0,0,0,0.7136275172233582,1.4679057598114014,0.3812596065562331,0.9093078970909119,0.537560224533081,0.9093078970909119,3.3463611602783203,0.9303455352783203,82,51,1,0,5,1,0,0,0,0.02249213121831417,3.850013494491577,0.02255980670452118,3.849964141845703,0.02255980670452118,0.02512359619140625,4.935264587402344e-05,0.00045281497295945883,0.00038894786848686635,0.07878037542104721,3.8501477241516113
dtd,238,238,5,5,1,0.02272081933915615,3.8499372005462646,0.036142587661743164,5,1,0,0,0,0.8410786986351013,0.9170747399330139,0.23819209931735902,0.9427725076675415,0.3619581460952759,0.9427725076675415,3.8859424591064453,0.555116593837738,82,51,1,0,5,1,0,0,0,0.02272081933915615,3.8499372005462646,0.02283555269241333,3.8498592376708984,0.02283555269241333,0.03339576721191406,7.796287536621094e-05,0.00045288409455679357,0.0003905117919202894,0.07908395677804947,3.8501479625701904
dtd,239,239,5,5,1,0.02217828668653965,3.8500282764434814,0.00752633810043335,5,1,0,0,0,0.328505277633667,2.4575300216674805,0.6382950151251237,0.5782947540283203,1.5963605642318726,0.5782947540283203,0.9665355682373047,0.8611694574356079,82,51,0,0,44,0,1,0,1,0.02217828668653965,3.8500282764434814,0.02220456674695015,3.849979877471924,0.02220052108168602,0.0001823902130126953,4.839897155761719e-05,0.00045280158519744873,0.00038842990761622787,0.0794009193778038,3.8501477241516113
dtd,240,240,6,6,1,0.022634027525782585,3.850015640258789,0.03587895631790161,6,1,0,0,0,0.8375124335289001,0.9388349056243896,0.24384387372769875,0.892118513584137,0.6548089385032654,0.892118513584137,3.5145931243896484,0.28402596712112427,83,51,1,0,6,1,0,0,0,0.022634027525782585,3.850015640258789,0.022889763116836548,3.849942207336426,0.022889763116836548,0.040262699127197266,7.343292236328125e-05,0.0004528130230028182,0.00038801206392236054,0.07970431447029114,3.8501479625701904
dtd,241,241,6,6,1,0.022823244333267212,3.849989175796509,0.033752620220184326,6,1,0,0,0,0.897834062576294,0.5969899892807007,0.15505639030969753,0.9871341586112976,0.10272341221570969,0.9871341586112976,5.389629364013672,0.494266577064991,84,51,0,0,6,1,0,0,0,0.022823244333267212,3.849989175796509,0.023119119927287102,3.849903106689453,0.023119119927287102,0.03896975517272949,8.606910705566406e-05,0.0004528370045591146,0.00038901151856407523,0.07998991012573242,3.8501482009887695
dtd,242,242,6,6,1,0.02209993451833725,3.85009503364563,0.019043803215026855,6,1,0,0,0,0.424056738615036,2.690925359725952,0.69891485680465,0.9058566689491272,0.6200848817825317,0.9058566689491272,4.24293327331543,2.0708404779434204,85,52,0,0,6,1,0,0,0,0.02209993451833725,3.85009503364563,0.022252600640058517,3.8500587940216064,0.022252600640058517,0.02019357681274414,3.62396240234375e-05,0.00045274110743775964,0.00038819125620648265,0.08029527962207794,3.8501477241516113
dtd,243,243,6,6,1,0.022573113441467285,3.850006103515625,0.026307106018066406,6,1,0,0,0,0.7625157833099365,1.2120397090911865,0.31480343988704595,0.9890426993370056,0.08830787241458893,0.9890426993370056,5.522829055786133,1.1237318366765976,85,53,1,0,6,1,0,0,0,0.022573113441467285,3.850006103515625,0.022814596071839333,3.849926471710205,0.022814596071839333,0.02885890007019043,7.963180541992188e-05,0.0004528216668404639,0.00038710658554919064,0.08060331642627716,3.8501477241516113
dtd,244,244,6,6,1,0.022419868037104607,3.849970579147339,0.014169871807098389,6,1,0,0,0,0.5188037753105164,1.9367597103118896,0.5030351847943881,0.9396312832832336,0.3987687826156616,0.9396312832832336,4.329986572265625,1.537990927696228,85,54,0,0,6,1,0,0,0,0.022419868037104607,3.849970579147339,0.022630486637353897,3.849869728088379,0.022630486637353897,0.015626907348632812,0.00010085105895996094,0.000452853855676949,0.0003852150694001466,0.08091318607330322,3.8501477241516113
dtd,245,245,6,6,1,0.022477375343441963,3.849997043609619,0.02251240611076355,6,1,0,0,0,0.672722339630127,1.588331937789917,0.4125379341520447,0.9513459205627441,0.3453837037086487,0.9513459205627441,4.953289031982422,1.2429482340812683,85,54,1,0,6,1,0,0,0,0.022477375343441963,3.849997043609619,0.022702399641275406,3.8499093055725098,0.022702399641275406,0.02549910545349121,8.7738037109375e-05,0.0004528298741206527,0.00038802329800091684,0.08122003823518753,3.8501474857330322
dtd,246,246,6,6,1,0.021974802017211914,3.8499903678894043,0.001091986894607544,34,0,1,0,1,0.16118371486663818,2.950629234313965,0.7663678226267042,0.2765944302082062,2.401846170425415,0.24019667506217957,0.14109420776367188,0.5487830638885498,85,54,0,0,6,1,0,0,0,0.021974802017211914,3.8499903678894043,0.022101838141679764,3.849898338317871,0.022101838141679764,9.036064147949219e-05,9.202957153320312e-05,0.0004528359277173877,0.0003938493609894067,0.08149224519729614,3.850147247314453
dtd,247,247,6,6,1,0.02253604866564274,3.8499598503112793,0.01894703507423401,6,1,0,0,0,0.6214548945426941,1.6153632402420044,0.41955878250603545,0.8939204216003418,0.6148930788040161,0.8939204216003418,3.7817039489746094,1.0004701614379883,85,54,1,0,6,1,0,0,0,0.02253604866564274,3.8499598503112793,0.022772720083594322,3.849860191345215,0.022772720083594322,0.019893407821655273,9.965896606445312e-05,0.0004528635472524911,0.0003837816184386611,0.08178849518299103,3.850147247314453
dtd,248,248,6,6,1,0.02242535911500454,3.8500008583068848,0.002292245626449585,6,1,0,0,0,0.43346288800239563,1.6765326261520386,0.4354463255921409,0.8525234460830688,0.5609617233276367,0.8525234460830688,1.9648857116699219,1.1155709028244019,85,54,1,0,6,1,0,0,0,0.02242535911500454,3.8500008583068848,0.022634590044617653,3.8499200344085693,0.022634590044617653,0.001447916030883789,8.082389831542969e-05,0.0004528264107648283,0.0003864381869789213,0.08209756761789322,3.850147247314453
dtd,249,249,6,6,1,0.022610418498516083,3.849940299987793,0.024449974298477173,6,1,0,0,0,0.7387700080871582,1.3066824674606323,0.3393850321167594,0.9635611176490784,0.23354628682136536,0.9635611176490784,3.9194602966308594,1.073136180639267,85,54,1,0,6,1,0,0,0,0.022610418498516083,3.849940299987793,0.022857142612338066,3.8498313426971436,0.022857142612338066,0.028028011322021484,0.00010895729064941406,0.00045288127148523927,0.00038214962114579976,0.08240579068660736,3.850147247314453
dtd,250,250,6,6,1,0.022760925814509392,3.8498969078063965,0.019838303327560425,6,1,0,0,0,0.7805669903755188,0.998488187789917,0.25933763873011895,0.9798117280006409,0.12847033143043518,0.9798117280006409,4.218229293823242,0.8700178563594818,85,54,1,0,6,1,0,0,0,0.022760925814509392,3.8498969078063965,0.023035110905766487,3.8497581481933594,0.023035110905766487,0.02118682861328125,0.00013875961303710938,0.00045292056165635586,0.00038597415550611913,0.08270339667797089,3.850147247314453
dtd,251,251,6,6,1,0.022552473470568657,3.8499698638916016,0.02406477928161621,6,1,0,0,0,0.6875259280204773,1.4678301811218262,0.38123997648035196,0.9706590175628662,0.21535179018974304,0.9706590175628662,5.054351806640625,1.2524783909320831,85,54,1,0,6,1,0,0,0,0.022552473470568657,3.8499698638916016,0.0227898471057415,3.8498733043670654,0.0227898471057415,0.026299238204956055,9.655952453613281e-05,0.00045285449596121907,0.0003847521438729018,0.08302018791437149,3.850147247314453
dtd,252,252,6,6,1,0.022677375003695488,3.8499691486358643,0.02486744523048401,6,1,0,0,0,0.7816787362098694,1.075888991355896,0.2794409728286873,0.9788844585418701,0.14719870686531067,0.9788844585418701,4.582366943359375,0.9286902844905853,85,54,1,0,6,1,0,0,0,0.022677375003695488,3.8499691486358643,0.022934386506676674,3.849872350692749,0.022934386506676674,0.02709484100341797,9.679794311523438e-05,0.0004528551362454891,0.0003851927467621863,0.0833306759595871,3.850147247314453
dtd,253,253,6,6,1,0.022270802408456802,3.8499655723571777,0.002654552459716797,6,1,0,0,0,0.33306077122688293,2.2702372074127197,0.5896493958840395,0.7609061002731323,1.20548415184021,0.7609061002731323,2.8679962158203125,1.0647530555725098,85,54,0,0,6,1,0,0,0,0.022270802408456802,3.8499655723571777,0.02244698442518711,3.8498525619506836,0.02244698442518711,0.0018415451049804688,0.00011301040649414062,0.0004528583667706698,0.00038760731695219874,0.08360712230205536,3.850147247314453
dtd,254,254,6,6,1,0.022573085501790047,3.8499975204467773,0.029320746660232544,6,1,0,0,0,0.7676705718040466,1.2305848598480225,0.31962017749694926,0.965107798576355,0.2527211606502533,0.965107798576355,4.808771133422852,0.9778636991977692,85,54,1,0,6,1,0,0,0,0.022573085501790047,3.8499975204467773,0.022818641737103462,3.8499257564544678,0.022818641737103462,0.03311896324157715,7.176399230957031e-05,0.0004528294666670263,0.0003830805071629584,0.0839223563671112,3.850147008895874
dtd,255,255,6,6,1,0.022610049694776535,3.8500077724456787,0.028897106647491455,6,1,0,0,0,0.7858153581619263,1.1185657978057861,0.2905254326636648,0.9854336977005005,0.11526583880186081,0.9854336977005005,5.450496673583984,1.0032999590039253,85,54,1,0,6,1,0,0,0,0.022610049694776535,3.8500077724456787,0.022856246680021286,3.849931001663208,0.022856246680021286,0.03188204765319824,7.677078247070312e-05,0.0004528201825451106,0.0003857295378111303,0.08421231806278229,3.850146770477295
dtd,256,256,6,6,1,0.022560402750968933,3.8500051498413086,0.023914307355880737,6,1,0,0,0,0.7448322176933289,1.27203369140625,0.3303856950422553,0.9758811593055725,0.1770152598619461,0.9758811593055725,4.90147590637207,1.095018431544304,85,54,1,0,6,1,0,0,0,0.022560402750968933,3.8500051498413086,0.022795414552092552,3.8499341011047363,0.022795414552092552,0.02540755271911621,7.104873657226562e-05,0.0004528225399553776,0.0003847961197607219,0.08452335000038147,3.850146532058716
dtd,257,257,6,6,1,0.022702503949403763,3.849965810775757,0.02079257369041443,6,1,0,0,0,0.7877340316772461,1.0032610893249512,0.2605773058880519,0.9755703806877136,0.1806519627571106,0.9755703806877136,5.273321151733398,0.8226091265678406,85,54,1,0,6,1,0,0,0,0.022702503949403763,3.849965810775757,0.022966459393501282,3.8498759269714355,0.022966459393501282,0.023345232009887695,8.988380432128906e-05,0.0004528581630438566,0.0003854754031635821,0.08481719344854355,3.850146770477295
dtd,258,258,6,35,0,0.0224299393594265,3.8499526977539062,0.006037265062332153,35,0,0,0,0,0.4629265069961548,1.89597487449646,0.49244212706400015,0.7500919103622437,0.8551322817802429,0.19519194960594177,1.346212387084961,1.040842592716217,85,55,1,0,35,0,0,0,0,0.0224299393594265,3.8499526977539062,0.022668510675430298,3.8498528003692627,0.022473566234111786,0.008636951446533203,9.989738464355469e-05,0.0004528700665105134,0.0003923809272237122,0.08507262915372849,3.850146532058716
dtd,259,259,6,6,1,0.0227931197732687,3.8499984741210938,0.03974524140357971,6,1,0,0,0,0.9071293473243713,0.5847697257995605,0.1518824175831162,0.997931957244873,0.020789913833141327,0.997931957244873,7.501199722290039,0.5639798119664192,85,55,0,0,6,1,0,0,0,0.0227931197732687,3.8499984741210938,0.02307564951479435,3.849925994873047,0.02307564951479435,0.04470968246459961,7.2479248046875e-05,0.0004528285935521126,0.00038661807775497437,0.08536472171545029,3.8501462936401367
dtd,260,260,6,6,1,0.022346435114741325,3.8499374389648438,0.002283036708831787,6,1,0,0,0,0.35677510499954224,2.1065356731414795,0.5471311469217058,0.5795844197273254,1.7912390232086182,0.5795844197273254,1.8223648071289062,0.31529664993286133,85,55,0,0,6,1,0,0,0,0.022346435114741325,3.8499374389648438,0.022535761818289757,3.849813461303711,0.022535761818289757,0.0012600421905517578,0.0001239776611328125,0.0004528838617261499,0.0003823137958534062,0.08567654341459274,3.850146532058716
dtd,261,261,6,35,0,0.021952971816062927,3.850010395050049,0.00095328688621521,35,0,0,0,0,0.15029692649841309,2.965691566467285,0.7702799667083052,0.26483649015426636,2.440525531768799,0.20516450703144073,0.25530052185058594,0.5251660346984863,85,55,0,0,35,0,0,0,0,0.021952971816062927,3.850010395050049,0.02209628000855446,3.849933624267578,0.021938029676675797,6.67572021484375e-05,7.677078247070312e-05,0.0004528177669271827,0.0003819716803263873,0.08598748594522476,3.8501462936401367
dtd,262,262,6,6,1,0.02278519608080387,3.849992275238037,0.030443131923675537,6,1,0,0,0,0.8805092573165894,0.6756213903427124,0.1754793478677629,0.994046688079834,0.0496087372303009,0.994046688079834,6.022699356079102,0.6260126531124115,85,55,0,0,6,1,0,0,0,0.02278519608080387,3.849992275238037,0.023062434047460556,3.8499093055725098,0.023062434047460556,0.03368544578552246,8.296966552734375e-05,0.00045283421059139073,0.00038429046981036663,0.08628445863723755,3.8501462936401367
dtd,263,263,6,6,1,0.022440999746322632,3.8500022888183594,0.01706409454345703,6,1,0,0,0,0.6149880290031433,1.7208964824676514,0.44696896339852227,0.9115395545959473,0.5668278932571411,0.9115395545959473,4.217550277709961,1.1540685892105103,85,55,1,0,6,1,0,0,0,0.022440999746322632,3.8500022888183594,0.022654958069324493,3.849921703338623,0.022654958069324493,0.01898503303527832,8.058547973632812e-05,0.00045282510109245777,0.00038154394133016467,0.0866076648235321,3.8501460552215576
dtd,264,264,6,6,1,0.022635120898485184,3.8499112129211426,0.017764270305633545,6,1,0,0,0,0.6318849921226501,1.5091078281402588,0.39196103221340983,0.8594188094139099,0.6831544637680054,0.8594188094139099,2.7756500244140625,0.8259533643722534,85,55,1,0,6,1,0,0,0,0.022635120898485184,3.8499112129211426,0.022876881062984467,3.849783420562744,0.022876881062984467,0.018628358840942383,0.0001277923583984375,0.0004529076104518026,0.0003834793751593679,0.08691082149744034,3.8501460552215576
dtd,265,265,6,6,1,0.022523896768689156,3.849982738494873,0.007869839668273926,6,1,0,0,0,0.5592050552368164,1.5235944986343384,0.39572365951830724,0.9167684316635132,0.5152471661567688,0.9167684316635132,3.7993335723876953,1.0083473324775696,85,55,1,0,6,1,0,0,0,0.022523896768689156,3.849982738494873,0.02275330014526844,3.8498988151550293,0.02275330014526844,0.008044958114624023,8.392333984375e-05,0.0004528428253252059,0.0003822398139163852,0.08722057193517685,3.8501462936401367
dtd,266,266,6,6,1,0.022801963612437248,3.8499631881713867,0.029203832149505615,6,1,0,0,0,0.8745205402374268,0.6952292919158936,0.1805721140683294,0.9864199757575989,0.10125832259654999,0.9864199757575989,4.998542785644531,0.5939709693193436,85,55,0,0,6,1,0,0,0,0.022801963612437248,3.8499631881713867,0.023078201338648796,3.8498587608337402,0.023078201338648796,0.03211832046508789,0.00010442733764648438,0.0004528605495579541,0.00038357419543899596,0.08752904832363129,3.8501460552215576
dtd,267,267,6,6,1,0.022713568061590195,3.8499858379364014,0.03325808048248291,6,1,0,0,0,0.8488109111785889,0.8449420928955078,0.21945706510582177,0.9900070428848267,0.08247479051351547,0.9900070428848267,5.739032745361328,0.7624673023819923,85,55,1,0,6,1,0,0,0,0.022713568061590195,3.8499858379364014,0.022973524406552315,3.8498988151550293,0.022973524406552315,0.03646492958068848,8.702278137207031e-05,0.0004528400022536516,0.0003829307097475976,0.08784028142690659,3.8501458168029785
dtd,268,268,6,6,1,0.022748427465558052,3.850001573562622,0.032662928104400635,6,1,0,0,0,0.8788081407546997,0.707243800163269,0.18369264592587148,0.9912364482879639,0.07134003937244415,0.9912364482879639,5.70768928527832,0.6359037607908249,85,55,0,0,6,1,0,0,0,0.022748427465558052,3.850001573562622,0.023014843463897705,3.8499248027801514,0.023014843463897705,0.03622555732727051,7.677078247070312e-05,0.00045282579958438873,0.0003848746418952942,0.08814623951911926,3.8501458168029785
dtd,269,269,6,6,1,0.022809037938714027,3.849958896636963,0.036330848932266235,6,1,0,0,0,0.8793349266052246,0.6938275694847107,0.18020804427771664,0.9903982877731323,0.0785210132598877,0.9903982877731323,5.872823715209961,0.615306556224823,85,55,0,0,6,1,0,0,0,0.022809037938714027,3.849958896636963,0.02309255860745907,3.8498642444610596,0.02309255860745907,0.040238380432128906,9.465217590332031e-05,0.0004528644494712353,0.0003822578873950988,0.08846349269151688,3.8501458168029785
dtd,270,270,6,6,1,0.02290310151875019,3.8499767780303955,0.042151689529418945,6,1,0,0,0,0.9355067014694214,0.42465662956237793,0.1102961947156948,0.9959729313850403,0.03728184849023819,0.9959729313850403,7.1850128173828125,0.38737478107213974,85,55,0,0,6,1,0,0,0,0.02290310151875019,3.8499767780303955,0.02320302277803421,3.849879741668701,0.02320302277803421,0.04758048057556152,9.703636169433594e-05,0.0004528482386376709,0.00038465342367999256,0.08875302970409393,3.8501455783843994
dtd,271,271,6,6,1,0.022791190072894096,3.8499767780303955,0.03659290075302124,6,1,0,0,0,0.8879178166389465,0.6660901308059692,0.17300379094820226,0.9897505640983582,0.08392339944839478,0.9897505640983582,5.686664581298828,0.5821667313575745,85,55,0,0,6,1,0,0,0,0.022791190072894096,3.8499767780303955,0.02306450717151165,3.849879026412964,0.02306450717151165,0.04084491729736328,9.775161743164062e-05,0.0004528482386376709,0.00038207066245377064,0.08906430751085281,3.8501453399658203
dtd,272,272,6,6,1,0.02279498800635338,3.849980354309082,0.04048275947570801,6,1,0,0,0,0.9012356996536255,0.6168737411499023,0.16022080319100374,0.9906923174858093,0.08134202659130096,0.9906923174858093,6.258611679077148,0.5355317145586014,85,55,0,0,6,1,0,0,0,0.02279498800635338,3.849980354309082,0.023070625960826874,3.8498878479003906,0.023070625960826874,0.04495716094970703,9.250640869140625e-05,0.0004528449790086597,0.00038130104076117277,0.08937833458185196,3.8501453399658203
dtd,273,273,6,6,1,0.022713584825396538,3.8499948978424072,0.028230518102645874,6,1,0,0,0,0.8327704071998596,0.8729590177536011,0.22673390946515215,0.9723032116889954,0.19275426864624023,0.9723032116889954,4.646799087524414,0.6802047491073608,85,55,1,0,6,1,0,0,0,0.022713584825396538,3.8499948978424072,0.022969188168644905,3.8499178886413574,0.022969188168644905,0.030079126358032227,7.700920104980469e-05,0.0004528318240772933,0.00038280096487142146,0.08968070149421692,3.8501453399658203
dtd,274,274,6,6,1,0.022542379796504974,3.849980354309082,0.01904737949371338,6,1,0,0,0,0.6880946755409241,1.452006220817566,0.37713001448896444,0.9037666916847229,0.5552563071250916,0.9037666916847229,3.251178741455078,0.8967499136924744,85,55,1,0,6,1,0,0,0,0.022542379796504974,3.849980354309082,0.02276528999209404,3.849877119064331,0.02276528999209404,0.02017378807067871,0.00010323524475097656,0.0004528449790086597,0.00038128066807985306,0.0899636447429657,3.850145101547241
dtd,275,275,6,6,1,0.022926343604922295,3.849966526031494,0.037511199712753296,6,1,0,0,0,0.9340301752090454,0.4172018766403198,0.10835996948662902,0.9951813817024231,0.0422264039516449,0.9951813817024231,6.112863540649414,0.3749754726886749,85,55,0,0,6,1,0,0,0,0.022926343604922295,3.849966526031494,0.023224854841828346,3.8498764038085938,0.023224854841828346,0.04206061363220215,9.012222290039062e-05,0.00045285752275958657,0.00038519612280651927,0.09024130553007126,3.850145101547241
